"goHallmarkId","goHallmark","goHallmarkTerm","goId","goTerm"
"GO:0006955","Immune response","immune response","GO:0071358","cellular response to type III interferon"
"GO:0006955","Immune response","immune response","GO:0072538","T-helper 17 type immune response"
"GO:0006955","Immune response","immune response","GO:0072539","T-helper 17 cell differentiation"
"GO:0006955","Immune response","immune response","GO:0072540","T-helper 17 cell lineage commitment"
"GO:0006955","Immune response","immune response","GO:0090323","prostaglandin secretion involved in immune response"
"GO:0006955","Immune response","immune response","GO:0090644","age-related resistance"
"GO:0006955","Immune response","immune response","GO:0090713","immunological memory process"
"GO:0006955","Immune response","immune response","GO:0090714","innate immunity memory response"
"GO:0006955","Immune response","immune response","GO:0090715","immunological memory formation process"
"GO:0006955","Immune response","immune response","GO:0090716","adaptive immune memory response"
"GO:0006955","Immune response","immune response","GO:0090717","adaptive immune memory response involving T cells and B cells"
"GO:0006955","Immune response","immune response","GO:0090718","adaptive immune effector response"
"GO:0006955","Immune response","immune response","GO:0090719","adaptive immune effector response involving T cells and B lineage cells"
"GO:0006955","Immune response","immune response","GO:0090720","primary adaptive immune response"
"GO:0006955","Immune response","immune response","GO:0090721","primary adaptive immune response involving T cells and B cells"
"GO:0006955","Immune response","immune response","GO:0097279","histamine secretion mediated by IgE immunoglobulin"
"GO:0006955","Immune response","immune response","GO:0097280","histamine secretion mediated by immunoglobulin"
"GO:0006955","Immune response","immune response","GO:0097281","immune complex formation"
"GO:0006955","Immune response","immune response","GO:0097282","immunoglobulin-mediated neutralization"
"GO:0006955","Immune response","immune response","GO:0140367","antibacterial innate immune response"
"GO:0006955","Immune response","immune response","GO:0140374","antiviral innate immune response"
"GO:0006955","Immune response","immune response","GO:0140426","PAMP-triggered immunity signalling pathway"
"GO:0006955","Immune response","immune response","GO:1900098","regulation of plasma cell differentiation"
"GO:0006955","Immune response","immune response","GO:1900099","negative regulation of plasma cell differentiation"
"GO:0006955","Immune response","immune response","GO:1900100","positive regulation of plasma cell differentiation"
"GO:0006955","Immune response","immune response","GO:1901672","positive regulation of systemic acquired resistance"
"GO:0006955","Immune response","immune response","GO:1902477","regulation of defense response to bacterium, incompatible interaction"
"GO:0006955","Immune response","immune response","GO:1902478","negative regulation of defense response to bacterium, incompatible interaction"
"GO:0006955","Immune response","immune response","GO:1902479","positive regulation of defense response to bacterium, incompatible interaction"
"GO:0006955","Immune response","immune response","GO:1902615","immune response involved in response to exogenous dsRNA"
"GO:0006955","Immune response","immune response","GO:1903581","regulation of basophil degranulation"
"GO:0006955","Immune response","immune response","GO:1903582","negative regulation of basophil degranulation"
"GO:0006955","Immune response","immune response","GO:1903583","positive regulation of basophil degranulation"
"GO:0006955","Immune response","immune response","GO:1903593","regulation of histamine secretion by mast cell"
"GO:0006955","Immune response","immune response","GO:1903594","negative regulation of histamine secretion by mast cell"
"GO:0006955","Immune response","immune response","GO:1903595","positive regulation of histamine secretion by mast cell"
"GO:0006955","Immune response","immune response","GO:1904248","regulation of age-related resistance"
"GO:0006955","Immune response","immune response","GO:1904249","negative regulation of age-related resistance"
"GO:0006955","Immune response","immune response","GO:1904250","positive regulation of age-related resistance"
"GO:0006955","Immune response","immune response","GO:1905034","regulation of antifungal innate immune response"
"GO:0006955","Immune response","immune response","GO:1905035","negative regulation of antifungal innate immune response"
"GO:0006955","Immune response","immune response","GO:1905036","positive regulation of antifungal innate immune response"
"GO:0006955","Immune response","immune response","GO:1905449","regulation of Fc-gamma receptor signaling pathway involved in phagocytosis"
"GO:0006955","Immune response","immune response","GO:1905450","negative regulation of Fc-gamma receptor signaling pathway involved in phagocytosis"
"GO:0006955","Immune response","immune response","GO:1905451","positive regulation of Fc-gamma receptor signaling pathway involved in phagocytosis"
"GO:0006955","Immune response","immune response","GO:1905674","regulation of adaptive immune memory response"
"GO:0006955","Immune response","immune response","GO:1905675","negative regulation of adaptive immune memory response"
"GO:0006955","Immune response","immune response","GO:1905676","positive regulation of adaptive immune memory response"
"GO:0006955","Immune response","immune response","GO:1905677","regulation of adaptive immune effector response"
"GO:0006955","Immune response","immune response","GO:1905678","negative regulation of adaptive immune effector response"
"GO:0006955","Immune response","immune response","GO:1905679","positive regulation of adaptive immune effector response"
"GO:0006955","Immune response","immune response","GO:1905680","regulation of innate immunity memory response"
"GO:0006955","Immune response","immune response","GO:1905681","negative regulation of innate immunity memory response"
"GO:0006955","Immune response","immune response","GO:1905682","positive regulation of innate immunity memory response"
"GO:0006955","Immune response","immune response","GO:1990117","B cell receptor apoptotic signaling pathway"
"GO:0006955","Immune response","immune response","GO:2000072","regulation of defense response to fungus, incompatible interaction"
