Disease1,Disease2,Description1,Description2,I1,I2,C12,C12simultaneous,RR,p_value,Category1,Category2,Direction,N1,N2,P1_direction,P2_direction
F32,G81,F32 Depressive episode,G81 Hemiplegia,18765,2448,437,69,3.903152881,0,Psychiatric,Neurological,0,193,175,0.993612305,0.999987959
F32,G54;G55,F32 Depressive episode,G54 Nerve root and plexus disorders;G55 Nerve root and plexus compressions in diseases classified elsewhere,18765,6568,757,94,2.520044874,1.08E-13,Psychiatric,Neurological,0,273,390,1,0.211979498
F32,K83,F32 Depressive episode,K83 Other diseases of biliary tract,18765,3039,305,34,2.194394358,1.84E-14,Psychiatric,Hepatobiliary pancreas,0,163,108,0.126043906,0.999999895
E05,F32,E05 Thyrotoxicosis [hyperthyroidism],F32 Depressive episode,2771,18765,285,60,2.248815744,8.99E-15,Endocrine,Psychiatric,0,129,96,0.951485117,0.99999999
F32,L40,F32 Depressive episode,L40 Psoriasis,18765,3387,371,112,2.394993018,4.60E-14,Psychiatric,Dermatological,0,114,145,1,0.999990396
F32,J96,F32 Depressive episode,"J96 Respiratory failure, not elsewhere classified",18765,3669,611,75,3.641153914,6.00E-15,Psychiatric,Respiratory,1,381,155,5.35E-10,1
F32,I89,F32 Depressive episode,I89 Other non-infective disorders of lymphatic vessels and lymph nodes,18765,1134,142,18,2.737920469,7.77E-15,Psychiatric,Cardiovascular,0,80,44,0.076721875,0.999998521
F32,G20,F32 Depressive episode,G20 Parkinson's disease,18765,1935,287,60,3.242996397,0,Psychiatric,Neurological,0,102,125,0.999999703,0.987638689
F32,N90,F32 Depressive episode,N90 Other noninflammatory disorders of vulva and perineum,18765,2657,241,30,1.98322061,0,Psychiatric,Female genital organs,0,68,143,1,0.002246755
F32,K29,F32 Depressive episode,K29 Gastritis and duodenitis,18765,42719,3792,235,1.940853654,0,Psychiatric,Gastrointestinal,-1,1420,2137,1,2.61E-15
F32,K92,F32 Depressive episode,K92 Other diseases of digestive system,18765,14676,1591,200,2.370325646,0,Psychiatric,Gastrointestinal,0,736,655,0.998692662,1
F32,F45,F32 Depressive episode,F45 Somatoform disorders,18765,576,77,18,2.922898811,0,Psychiatric,Psychiatric,0,33,26,0.914469513,0.998600473
F32,M80,F32 Depressive episode,M80 Osteoporosis with pathological fracture,18765,1351,150,21,2.427624148,3.11E-15,Psychiatric,Bone,0,56,73,0.999315027,0.65838412
E61,F32,E61 Deficiency of other nutrient elements,F32 Depressive episode,443,18765,52,8,2.566522974,2.80E-09,Nutritional,Psychiatric,0,14,30,0.999795229,0.165874882
F32,K90,F32 Depressive episode,K90 Intestinal malabsorption,18765,2848,229,34,1.758089727,2.22E-15,Psychiatric,Gastrointestinal,0,79,116,0.999999194,0.447446205
F32,I69,F32 Depressive episode,I69 Sequelae of cerebrovascular disease,18765,2016,404,69,4.381636807,0,Psychiatric,Cardiovascular,0,200,135,0.598207822,1
F32,M85,F32 Depressive episode,M85 Other disorders of bone density and structure,18765,2101,245,65,2.549679374,0,Psychiatric,Bone,0,114,66,0.874949103,1
I21;I22,I65,I21 Acute myocardial infarction;I22 Subsequent myocardial infarction,"I65 Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",11771,1525,197,25,4.502742695,0,Cardiovascular,Cardiovascular,0,116,56,0.007602937,1
I25,I65,I25 Chronic ischaemic heart disease,"I65 Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",36556,1525,652,187,4.798584987,0,Cardiovascular,Cardiovascular,0,300,165,0.981077039,1
G81,I65,G81 Hemiplegia,"I65 Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",2448,1525,175,42,19.23317127,0,Neurological,Cardiovascular,0,41,92,1,0.272736329
I65,I69,"I65 Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",I69 Sequelae of cerebrovascular disease,1525,2016,185,38,24.6891117,1.89E-15,Cardiovascular,Cardiovascular,0,107,40,0.019621788,1
I25,M17,I25 Chronic ischaemic heart disease,M17 Gonarthrosis [arthrosis of knee],36556,29081,3775,723,1.456944668,0,Cardiovascular,Joint,0,1432,1620,1,1
G81,M17,G81 Hemiplegia,M17 Gonarthrosis [arthrosis of knee],2448,29081,252,28,1.452358726,1.38E-08,Neurological,Joint,0,88,136,0.999999491,0.115642154
E05,M17,E05 Thyrotoxicosis [hyperthyroidism],M17 Gonarthrosis [arthrosis of knee],2771,29081,322,39,1.639472427,4.92E-14,Endocrine,Joint,0,139,144,0.99398405,0.974524595
L40,M17,L40 Psoriasis,M17 Gonarthrosis [arthrosis of knee],3387,29081,462,122,1.924471793,6.96E-14,Dermatological,Joint,0,159,181,1,0.999998804
I89,M17,I89 Other non-infective disorders of lymphatic vessels and lymph nodes,M17 Gonarthrosis [arthrosis of knee],1134,29081,151,12,1.878662056,1.46E-12,Cardiovascular,Joint,0,42,97,0.999999991,0.000292319
G20,M17,G20 Parkinson's disease,M17 Gonarthrosis [arthrosis of knee],1935,29081,238,50,1.735324742,7.99E-15,Neurological,Joint,0,77,111,0.999999987,0.864775052
I69,M17,I69 Sequelae of cerebrovascular disease,M17 Gonarthrosis [arthrosis of knee],2016,29081,216,26,1.511638674,7.64E-09,Cardiovascular,Joint,0,70,120,0.999999941,0.058694551
M17,M85,M17 Gonarthrosis [arthrosis of knee],M85 Other disorders of bone density and structure,29081,2101,295,64,1.980982937,1.59E-14,Joint,Bone,0,153,78,0.280245292,1
D50,N80,D50 Iron deficiency anaemia,N80 Endometriosis,13019,4999,253,51,1.594974944,3.26E-12,Hematological,Female genital organs,0,83,119,0.999999989,0.842771436
D50,I25,D50 Iron deficiency anaemia,I25 Chronic ischaemic heart disease,13019,36556,2450,448,2.112145811,3.03E-13,Hematological,Cardiovascular,-1,574,1428,1,1.19E-16
D50,I84,D50 Iron deficiency anaemia,I84 Haemorrhoids,13019,31892,1892,402,1.869630814,1.66E-13,Hematological,Cardiovascular,0,583,907,1,0.965345167
D13,D50,D13 Benign neoplasm of other and ill-defined parts of digestive system,D50 Iron deficiency anaemia,1746,13019,183,45,3.303112237,3.11E-14,Neoplasm,Hematological,0,94,44,0.383781316,1
A09,D50,A09 Diarrhoea and gastro-enteritis of presumed infectious origin,D50 Iron deficiency anaemia,10766,13019,937,133,2.742847715,0,Infectious,Hematological,0,284,520,1,0.000426188
D50,E05,D50 Iron deficiency anaemia,E05 Thyrotoxicosis [hyperthyroidism],13019,2771,242,39,2.752297152,5.55E-15,Hematological,Endocrine,0,90,113,0.999976676,0.862775133
D50,J96,D50 Iron deficiency anaemia,"J96 Respiratory failure, not elsewhere classified",13019,3669,418,43,3.590418315,0,Hematological,Respiratory,0,239,136,0.001926026,1
D50,I89,D50 Iron deficiency anaemia,I89 Other non-infective disorders of lymphatic vessels and lymph nodes,13019,1134,108,13,3.001422829,0,Hematological,Cardiovascular,0,55,40,0.461700519,0.997488241
D50,G20,D50 Iron deficiency anaemia,G20 Parkinson's disease,13019,1935,144,21,2.345297838,0,Hematological,Neurological,0,47,76,0.999991226,0.279910569
D50,K29,D50 Iron deficiency anaemia,K29 Gastritis and duodenitis,13019,42719,4508,1850,3.325671204,0,Hematological,Gastrointestinal,0,1030,1628,1,1
D50,K92,D50 Iron deficiency anaemia,K92 Other diseases of digestive system,13019,14676,1441,299,3.094373679,0,Hematological,Gastrointestinal,0,533,609,1,0.999999998
D50,K62,D50 Iron deficiency anaemia,K62 Other diseases of anus and rectum,13019,32228,1973,367,1.929346408,0,Hematological,Gastrointestinal,0,546,1060,1,0.000503999
D50,K90,D50 Iron deficiency anaemia,K90 Intestinal malabsorption,13019,2848,415,124,4.59224016,0,Hematological,Gastrointestinal,0,181,110,0.996022602,1
I21;I22,J22,I21 Acute myocardial infarction;I22 Subsequent myocardial infarction,J22 Unspecified acute lower respiratory infection,11771,11590,983,137,2.956315836,7.55E-15,Cardiovascular,Respiratory,0,539,307,0.001349138,1
I25,J22,I25 Chronic ischaemic heart disease,J22 Unspecified acute lower respiratory infection,36556,11590,2942,493,2.849014577,3.64E-14,Cardiovascular,Respiratory,0,1546,903,0.003002122,1
A09,J22,A09 Diarrhoea and gastro-enteritis of presumed infectious origin,J22 Unspecified acute lower respiratory infection,10766,11590,1092,122,3.590698452,8.66E-14,Infectious,Respiratory,-1,347,623,1,1.77E-06
G81,J22,G81 Hemiplegia,J22 Unspecified acute lower respiratory infection,2448,11590,354,36,5.119204986,0,Neurological,Respiratory,0,154,164,0.99380997,0.924412187
C80,J22,C80 Malignant neoplasm without specification of site,J22 Unspecified acute lower respiratory infection,1877,11590,200,23,3.772040913,1.30E-14,Neoplasm,Respiratory,0,116,61,0.014062704,0.999999992
D70,J22,D70 Agranulocytosis,J22 Unspecified acute lower respiratory infection,4914,11590,867,138,6.245894107,1.59E-14,Hematological,Respiratory,0,467,262,0.012469506,1
J22,J96,J22 Unspecified acute lower respiratory infection,"J96 Respiratory failure, not elsewhere classified",11590,3669,896,173,8.645118876,0,Respiratory,Respiratory,0,508,215,3.43E-05,1
I89,J22,I89 Other non-infective disorders of lymphatic vessels and lymph nodes,J22 Unspecified acute lower respiratory infection,1134,11590,153,29,4.776271964,0,Cardiovascular,Respiratory,0,48,76,0.999998961,0.56419108
I69,J22,I69 Sequelae of cerebrovascular disease,J22 Unspecified acute lower respiratory infection,2016,11590,324,35,5.689382781,0,Cardiovascular,Respiratory,0,135,154,0.998901326,0.82752175
N80,N88,N80 Endometriosis,N88 Other noninflammatory disorders of cervix uteri,4999,2450,212,123,7.102001298,0,Female genital organs,Female genital organs,0,29,60,1,1
D27,N80,D27 Benign neoplasm of ovary,N80 Endometriosis,1947,4999,265,228,11.1709702,0,Neoplasm,Female genital organs,0,18,19,1,1
I21;I22,I25,I21 Acute myocardial infarction;I22 Subsequent myocardial infarction,I25 Chronic ischaemic heart disease,11771,36556,10724,4836,10.22536653,1.64E-13,Cardiovascular,Cardiovascular,0,4723,1165,1,1
I21;I22,L40,I21 Acute myocardial infarction;I22 Subsequent myocardial infarction,L40 Psoriasis,11771,3387,208,52,2.140567297,0,Cardiovascular,Dermatological,0,69,87,0.999999667,0.992484117
I21;I22,J96,I21 Acute myocardial infarction;I22 Subsequent myocardial infarction,"J96 Respiratory failure, not elsewhere classified",11771,3669,393,102,3.733581075,0,Cardiovascular,Respiratory,0,222,69,0.005784099,1
I21;I22,I69,I21 Acute myocardial infarction;I22 Subsequent myocardial infarction,I69 Sequelae of cerebrovascular disease,11771,2016,182,21,3.146745415,0,Cardiovascular,Cardiovascular,0,116,45,0.000129624,1
D27,N88,D27 Benign neoplasm of ovary,N88 Other noninflammatory disorders of cervix uteri,1947,2450,55,38,4.730692955,7.77E-16,Neoplasm,Female genital organs,0,5,12,1,0.99999565
N88,N90,N88 Other noninflammatory disorders of cervix uteri,N90 Other noninflammatory disorders of vulva and perineum,2450,2657,147,101,9.265178773,2.00E-15,Female genital organs,Female genital organs,0,34,12,1,1
I25,I84,I25 Chronic ischaemic heart disease,I84 Haemorrhoids,36556,31892,3685,383,1.296854268,0,Cardiovascular,Cardiovascular,0,1500,1802,1,0.911626301
A09,I25,A09 Diarrhoea and gastro-enteritis of presumed infectious origin,I25 Chronic ischaemic heart disease,10766,36556,1820,284,1.897371843,0,Infectious,Cardiovascular,-1,314,1222,1,1.50E-49
G81,I25,G81 Hemiplegia,I25 Chronic ischaemic heart disease,2448,36556,643,122,2.948051041,4.41E-14,Neurological,Cardiovascular,0,208,313,1,0.761087422
C80,I25,C80 Malignant neoplasm without specification of site,I25 Chronic ischaemic heart disease,1877,36556,241,35,1.441080391,5.05E-08,Neoplasm,Cardiovascular,-1,47,159,1,3.99E-07
G54;G55,I25,G54 Nerve root and plexus disorders;G55 Nerve root and plexus compressions in diseases classified elsewhere,I25 Chronic ischaemic heart disease,6568,36556,798,122,1.363657125,2.48E-13,Neurological,Cardiovascular,0,318,358,0.999999996,0.998361686
C22,I25,C22 Malignant neoplasm of liver and intrahepatic bile ducts,I25 Chronic ischaemic heart disease,578,36556,100,12,1.941813877,1.41E-09,Neoplasm,Cardiovascular,-1,11,77,1,2.76E-08
I25,K83,I25 Chronic ischaemic heart disease,K83 Other diseases of biliary tract,36556,3039,491,62,1.813369183,3.73E-14,Cardiovascular,Hepatobiliary pancreas,0,265,164,0.043128492,1
E05,I25,E05 Thyrotoxicosis [hyperthyroidism],I25 Chronic ischaemic heart disease,2771,36556,471,102,1.907742787,6.73E-14,Endocrine,Cardiovascular,0,160,209,1,0.993621541
I25,L40,I25 Chronic ischaemic heart disease,L40 Psoriasis,36556,3387,549,128,1.819250851,6.27E-14,Cardiovascular,Dermatological,0,195,226,1,0.999986244
I25,J96,I25 Chronic ischaemic heart disease,"J96 Respiratory failure, not elsewhere classified",36556,3669,1075,210,3.28848747,0,Cardiovascular,Respiratory,1,638,227,4.76E-10,1
H11,I25,H11 Other disorders of conjunctiva,I25 Chronic ischaemic heart disease,1220,36556,171,22,1.573155738,2.09E-08,Ophthalmological,Cardiovascular,0,79,70,0.857843171,0.992918865
I25,I89,I25 Chronic ischaemic heart disease,I89 Other non-infective disorders of lymphatic vessels and lymph nodes,36556,1134,177,32,1.75184489,5.38E-12,Cardiovascular,Cardiovascular,0,100,45,0.048964855,1
C19;C20,I25,C19 Malignant neoplasm of rectosigmoid junction;C20 Malignant neoplasm of rectum,I25 Chronic ischaemic heart disease,2756,36556,340,46,1.384634482,6.99E-09,Neoplasm,Cardiovascular,0,155,139,0.953712148,0.999693397
G20,I25,G20 Parkinson's disease,I25 Chronic ischaemic heart disease,1935,36556,383,94,2.221535428,1.93E-14,Neurological,Cardiovascular,0,124,165,1,0.997138725
D04,I25,D04 Carcinoma in situ of skin,I25 Chronic ischaemic heart disease,1030,36556,142,14,1.547342872,7.16E-07,Neoplasm,Cardiovascular,0,51,77,0.999733115,0.177999913
I25,N32,I25 Chronic ischaemic heart disease,N32 Other disorders of bladder,36556,12287,1940,183,1.772112588,0,Cardiovascular,Urinary,0,886,871,0.999938286,0.999996935
I25,K29,I25 Chronic ischaemic heart disease,K29 Gastritis and duodenitis,36556,42719,6614,694,1.737715007,0,Cardiovascular,Gastrointestinal,0,2986,2934,1,1
I25,K92,I25 Chronic ischaemic heart disease,K92 Other diseases of digestive system,36556,14676,2624,418,2.006742121,0,Cardiovascular,Gastrointestinal,1,1434,772,1.03E-06,1
I25,K62,I25 Chronic ischaemic heart disease,K62 Other diseases of anus and rectum,36556,32228,4043,349,1.408010279,0,Cardiovascular,Gastrointestinal,0,1681,2013,1,0.611443046
I25,M80,I25 Chronic ischaemic heart disease,M80 Osteoporosis with pathological fracture,36556,1351,187,24,1.553537341,1.15E-08,Cardiovascular,Bone,0,77,86,0.993651072,0.879044835
I25,I69,I25 Chronic ischaemic heart disease,I69 Sequelae of cerebrovascular disease,36556,2016,635,133,3.535237834,2.32E-14,Cardiovascular,Cardiovascular,0,333,169,0.116909522,1
I25,M85,I25 Chronic ischaemic heart disease,M85 Other disorders of bone density and structure,36556,2101,254,39,1.356885193,2.04E-06,Cardiovascular,Bone,0,144,71,0.019093186,1
A09,I84,A09 Diarrhoea and gastro-enteritis of presumed infectious origin,I84 Haemorrhoids,10766,31892,1564,403,1.868937273,2.59E-13,Infectious,Cardiovascular,-1,222,939,1,1.00E-15
I84,K29,I84 Haemorrhoids,K29 Gastritis and duodenitis,31892,42719,5206,354,1.567817248,0,Cardiovascular,Gastrointestinal,0,2530,2322,0.979197563,1
I84,K92,I84 Haemorrhoids,K92 Other diseases of digestive system,31892,14676,3641,1505,3.19172399,0,Cardiovascular,Gastrointestinal,0,1290,846,1,1
I84,K62,I84 Haemorrhoids,K62 Other diseases of anus and rectum,31892,32228,10340,5618,4.127618363,0,Cardiovascular,Gastrointestinal,0,2039,2683,1,1
I84,K90,I84 Haemorrhoids,K90 Intestinal malabsorption,31892,2848,318,46,1.436479681,6.31E-10,Cardiovascular,Gastrointestinal,0,144,128,0.959010442,0.999802683
D13,K29,D13 Benign neoplasm of other and ill-defined parts of digestive system,K29 Gastritis and duodenitis,1746,42719,776,396,4.268649651,0,Neoplasm,Gastrointestinal,0,213,167,1,1
D13,K92,D13 Benign neoplasm of other and ill-defined parts of digestive system,K92 Other diseases of digestive system,1746,14676,173,29,2.770054209,0,Neoplasm,Gastrointestinal,0,78,66,0.914514068,0.999330885
D13,K62,D13 Benign neoplasm of other and ill-defined parts of digestive system,K62 Other diseases of anus and rectum,1746,32228,283,18,2.063492757,0,Neoplasm,Gastrointestinal,0,153,112,0.09543043,0.999827639
A09,K83,A09 Diarrhoea and gastro-enteritis of presumed infectious origin,K83 Other diseases of biliary tract,10766,3039,329,50,4.125769205,1.57E-14,Infectious,Hepatobiliary pancreas,0,110,169,1,0.329619602
A09,D70,A09 Diarrhoea and gastro-enteritis of presumed infectious origin,D70 Agranulocytosis,10766,4914,808,227,6.266368648,5.45E-14,Infectious,Hematological,0,181,400,1,0.624222431
A09,J96,A09 Diarrhoea and gastro-enteritis of presumed infectious origin,"J96 Respiratory failure, not elsewhere classified",10766,3669,481,102,4.996168728,0,Infectious,Respiratory,0,174,205,1,0.999496428
A09,I89,A09 Diarrhoea and gastro-enteritis of presumed infectious origin,I89 Other non-infective disorders of lymphatic vessels and lymph nodes,10766,1134,109,12,3.663137118,2.22E-16,Infectious,Cardiovascular,0,48,49,0.910164465,0.874858998
A09,K29,A09 Diarrhoea and gastro-enteritis of presumed infectious origin,K29 Gastritis and duodenitis,10766,42719,2376,187,2.119654564,0,Infectious,Gastrointestinal,-1,540,1649,1,5.40E-82
A09,K92,A09 Diarrhoea and gastro-enteritis of presumed infectious origin,K92 Other diseases of digestive system,10766,14676,1426,497,3.702981604,0,Infectious,Gastrointestinal,0,330,599,1,0.999999999
A09,K62,A09 Diarrhoea and gastro-enteritis of presumed infectious origin,K62 Other diseases of anus and rectum,10766,32228,1850,388,2.187651333,0,Infectious,Gastrointestinal,-1,280,1182,1,1.67E-33
A09,E61,A09 Diarrhoea and gastro-enteritis of presumed infectious origin,E61 Deficiency of other nutrient elements,10766,443,56,8,4.817525619,0,Infectious,Nutritional,0,31,17,0.25220188,0.999079223
A09,K90,A09 Diarrhoea and gastro-enteritis of presumed infectious origin,K90 Intestinal malabsorption,10766,2848,216,33,2.890370382,6.66E-15,Infectious,Gastrointestinal,0,71,112,0.999999873,0.316985054
G81,I69,G81 Hemiplegia,I69 Sequelae of cerebrovascular disease,2448,2016,1321,959,109.8234251,1.33E-15,Neurological,Cardiovascular,0,260,102,1,1
C80,K83,C80 Malignant neoplasm without specification of site,K83 Other diseases of biliary tract,1877,3039,106,28,7.624388192,2.11E-15,Neoplasm,Hepatobiliary pancreas,0,42,36,0.987489325,0.999696962
C80,K29,C80 Malignant neoplasm without specification of site,K29 Gastritis and duodenitis,1877,42719,287,24,1.46855648,5.36E-10,Neoplasm,Gastrointestinal,-1,58,205,1,1.28E-13
