GenAge ID,symbol,name,organism,entrez gene id,avg lifespan change (max obsv),lifespan effect,longevity influence
1994,sdh1,succinate dehydrogenase Sdh1 (predicted),Schizosaccharomyces pombe,2541690,,Decrease,Unannotated
1995,atg20,sorting nexin Atg20 (predicted),Schizosaccharomyces pombe,2539317,,Increase,Anti-Longevity
1996,shd1,"cytoskeletal protein binding protein Sla1 family, Shd1 (predicted)",Schizosaccharomyces pombe,2542338,,Increase,Anti-Longevity
1997,SPAC17H9.08,mitochondrial coenzyme A transporter (predicted),Schizosaccharomyces pombe,2542177,,Decrease,Unannotated
1998,SPAC3H1.08c,DUF1640 family protein,Schizosaccharomyces pombe,2543375,,Increase,Anti-Longevity
1999,car2,ornithine transaminase Car2,Schizosaccharomyces pombe,2540626,,Increase,Anti-Longevity
2000,SPAC323.03c,sequence orphan,Schizosaccharomyces pombe,2543101,,Increase,Anti-Longevity
2001,moc3,transcription factor Moc3,Schizosaccharomyces pombe,2543646,,Increase,Anti-Longevity
2002,reb1,RNA polymerase I transcription termination factor Reb1,Schizosaccharomyces pombe,2539930,,Increase,Anti-Longevity
2003,SPBC16D10.08c,heat shock protein Hsp104 (predicted),Schizosaccharomyces pombe,2540026,,Increase,Anti-Longevity
2004,zrg17,cation diffusion family zinc membrane transporter Zrg17,Schizosaccharomyces pombe,2540150,,Increase,Anti-Longevity
2005,sdh4,TIM22 inner membrane protein import complex anchor subunit Tim18,Schizosaccharomyces pombe,2541292,,Increase,Anti-Longevity
2006,SPBP35G2.11c,transcription related zf-ZZ type zinc finger protein,Schizosaccharomyces pombe,2541353,,Increase,Anti-Longevity
2007,SPCC1235.11,hypothetical protein,Schizosaccharomyces pombe,2539169,,Decrease,Unannotated
2008,tatn-1,Tyrosine AminoTraNsferase,Caenorhabditis elegans,181574,10,Increase,Anti-Longevity
2009,Col1a1,"collagen, type I, alpha 1",Mus musculus,12842,,Decrease,Pro-Longevity
2010,Pink1,PTEN-induced putative kinase 1,Drosophila melanogaster,31607,18,Increase,Pro-Longevity
2011,mics-1,MItoChondrial Scaffolding protei,Caenorhabditis elegans,179475,54,Increase,Anti-Longevity
2012,atad-3,ATPase family AAA domain-containing protein 3,Caenorhabditis elegans,174590,29,Increase,Anti-Longevity
2013,Coq2,Coenzyme Q biosynthesis protein 2,Drosophila melanogaster,40988,30.79999924,Increase,Anti-Longevity
2014,RPT1,proteasome regulatory particle base subunit RPT1,Saccharomyces cerevisiae,853712,33,Decrease,Unannotated
2015,RPT2,proteasome regulatory particle base subunit RPT2,Saccharomyces cerevisiae,851557,68,Decrease,Unannotated
2016,RPT3,proteasome regulatory particle base subunit RPT3,Saccharomyces cerevisiae,852003,55,Decrease,Unannotated
2017,RPT5,proteasome regulatory particle base subunit RPT5,Saccharomyces cerevisiae,854284,85,Decrease,Unannotated
2018,RPT6,proteasome regulatory particle base subunit RPT6,Saccharomyces cerevisiae,852834,63,Decrease,Unannotated
2019,UBP6,Ubp6p,Saccharomyces cerevisiae,850562,32,Decrease,Unannotated
2020,PRE9,proteasome core particle subunit alpha 3,Saccharomyces cerevisiae,853036,20,Decrease,Unannotated
2021,UBR2,putative ubiquitin-protein ligase UBR2,Saccharomyces cerevisiae,850711,67,Increase,Anti-Longevity
2022,MUB1,Mub1p,Saccharomyces cerevisiae,855126,29,Increase,Anti-Longevity
2023,mek-2,Dual specificity mitogen-activated protein kinase kinase mek-2,Caenorhabditis elegans,171872,10,Decrease,Pro-Longevity
2024,lip-1,Lateral-signal-Induced Phosphatase,Caenorhabditis elegans,191704,8,Increase,Anti-Longevity
2025,Cbr-daf-2,C. briggsae CBR-DAF-2 protein,Caenorhabditis briggsae,8582838,40,Increase,Anti-Longevity
2026,mdt-15,Mediator of RNA polymerase II transcription subunit 15,Caenorhabditis elegans,175817,34,Decrease,Pro-Longevity
2027,rps-16,40S ribosomal protein S16,Caenorhabditis elegans,179998,8.300000191,Increase,Anti-Longevity
2028,C34B2.6,"Lon protease homolog, mitochondrial",Caenorhabditis elegans,172966,10.80000019,Increase,Anti-Longevity
2029,his-37,Histone H4,Caenorhabditis elegans,179341,4.5,Increase,Anti-Longevity
2030,dlat-1,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,Caenorhabditis elegans,179945,9.899999619,Increase,Anti-Longevity
2031,F01G4.6,"Phosphate carrier protein, mitochondrial",Caenorhabditis elegans,178020,11.89999962,Increase,Anti-Longevity
2032,pyc-1,PYruvate Carboxylase,Caenorhabditis elegans,179616,4.900000095,Increase,Anti-Longevity
2033,mdh-1,Malate DeHydrogenase,Caenorhabditis elegans,179041,4.099999905,Increase,Anti-Longevity
2034,eef-1A.1,Elongation factor 1-alpha,Caenorhabditis elegans,175975,18.10000038,Increase,Anti-Longevity
2035,rps-0,40S ribosomal protein SA,Caenorhabditis elegans,175628,15.10000038,Increase,Anti-Longevity
2036,tbb-2,Tubulin beta-2 chain,Caenorhabditis elegans,175519,5.099999905,Increase,Anti-Longevity
2037,rla-0,60S acidic ribosomal protein P0,Caenorhabditis elegans,172943,6.599999905,Increase,Anti-Longevity
2038,rpl-23,60S ribosomal protein L23,Caenorhabditis elegans,175796,17.70000076,Increase,Anti-Longevity
2039,rps-20,"Ribosomal Protein, Small subunit",Caenorhabditis elegans,173309,23.60000038,Increase,Anti-Longevity
2040,rpl-31,60S ribosomal protein L31,Caenorhabditis elegans,173235,15.5,Increase,Anti-Longevity
2041,F09F7.4,hypothetical protein,Caenorhabditis elegans,175766,10.69999981,Increase,Anti-Longevity
2042,rpl-1,60S ribosomal protein L10a,Caenorhabditis elegans,171853,23.20000076,Increase,Anti-Longevity
2043,gdh-1,Glutamate dehydrogenase,Caenorhabditis elegans,178130,11.10000038,Increase,Anti-Longevity
2044,cpn-3,CalPoNin,Caenorhabditis elegans,171986,9.899999619,Increase,Anti-Longevity
2045,B0250.5,"Probable 3-hydroxyisobutyrate dehydrogenase, mitochondrial",Caenorhabditis elegans,180344,10.19999981,Increase,Anti-Longevity
2046,rars-1,"Probable arginine--tRNA ligase, cytoplasmic",Caenorhabditis elegans,175659,26.60000038,Increase,Anti-Longevity
2047,rpl-10,60S ribosomal protein L10,Caenorhabditis elegans,174311,20.39999962,Increase,Anti-Longevity
2048,rpl-7,60S ribosomal protein L7,Caenorhabditis elegans,171602,9.5,Increase,Anti-Longevity
2049,cct-1,T-complex protein 1 subunit alpha,Caenorhabditis elegans,174318,10.10000038,Increase,Anti-Longevity
2050,rpl-17,60S ribosomal protein L17,Caenorhabditis elegans,171692,13.19999981,Increase,Anti-Longevity
2051,acs-4,fatty Acid CoA Synthetase family,Caenorhabditis elegans,176005,6.099999905,Increase,Anti-Longevity
2052,rpl-3,60S ribosomal protein L3,Caenorhabditis elegans,175501,28.60000038,Increase,Anti-Longevity
2053,rack-1,Guanine nucleotide-binding protein subunit beta-2-like 1,Caenorhabditis elegans,177895,9.800000191,Increase,Anti-Longevity
2054,cct-8,Chaperonin Containing TCP-1,Caenorhabditis elegans,176928,16,Increase,Anti-Longevity
2055,rpl-7A,60S ribosomal protein L7a,Caenorhabditis elegans,177203,12.30000019,Increase,Anti-Longevity
2056,set-26,SET (trithorax/polycomb) domain containing,Caenorhabditis elegans,178463,22,Increase,Anti-Longevity
2057,mes-2,Histone-lysine N-methyltransferase mes-2,Caenorhabditis elegans,175096,6,Increase,Anti-Longevity
2058,jmjd-2,Lysine-specific demethylase 4,Caenorhabditis elegans,175080,13,Increase,Anti-Longevity
2059,tcer-1,TransCription Elongation Regulator homolog,Caenorhabditis elegans,174150,15,Increase,Pro-Longevity
2060,odr-2,hypothetical protein,Caenorhabditis elegans,179098,25,Increase,Anti-Longevity
2061,odr-7,Nuclear hormone receptor family member odr-7,Caenorhabditis elegans,181403,27,Increase,Anti-Longevity
2062,raga-1,RAs-related GTP-binding protein A,Caenorhabditis elegans,174726,27,Increase,Anti-Longevity
2063,ragc-1,RAs-related GTP binding protein C homolog,Caenorhabditis elegans,178084,26,Increase,Anti-Longevity
2064,BUL2,ubiquitin-ubiquitin ligase BUL2,Saccharomyces cerevisiae,854929,16,Increase,Unannotated
2065,pdp-1,Pyruvate Dehydrogenase Phosphatase homolog,Caenorhabditis elegans,172035,17,Increase,Pro-Longevity
2066,eat-18,hypothetical protein,Caenorhabditis elegans,24105308,14,Increase,Anti-Longevity
2067,elo-1,fatty acid ELOngation,Caenorhabditis elegans,177787,11,Increase,Anti-Longevity
2068,elo-2,fatty acid ELOngation,Caenorhabditis elegans,178532,9,Increase,Anti-Longevity
2069,fat-4,Delta(5) fatty acid desaturase fat-4,Caenorhabditis elegans,177819,25,Increase,Anti-Longevity
2070,mub,mushroom-body expressed,Drosophila melanogaster,40436,21.39999962,Increase,Anti-Longevity
2071,crol,crooked legs,Drosophila melanogaster,34592,26.79999924,Increase,Anti-Longevity
2072,esg,escargot,Drosophila melanogaster,34903,21.10000038,Increase,Anti-Longevity
2073,CDC26,anaphase promoting complex subunit CDC26,Saccharomyces cerevisiae,850597,,Decrease,Pro-Longevity
2074,APC9,anaphase promoting complex subunit 9,Saccharomyces cerevisiae,850792,,Decrease,Pro-Longevity
2075,APC10,potential anaphase-promoting complex processivity factor Apc10,Saccharomyces cerevisiae,3640787,,Increase and Decrease,Pro-Longevity
2076,APC5,anaphase promoting complex subunit 5,Saccharomyces cerevisiae,854423,,Decrease,Unclear
2077,MIG1,transcription factor MIG1,Saccharomyces cerevisiae,852848,,Decrease,Anti-Longevity
2078,TDH2,glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) TDH2,Saccharomyces cerevisiae,853465,29,Increase,Anti-Longevity
2079,nsun-5,Nop2 (NOP2)/SUN domain family member,Caenorhabditis elegans,175153,17,Increase,Anti-Longevity
2080,Mstn,myostatin,Mus musculus,17700,15,Increase,Anti-Longevity
2081,ZC395.10,Co-chaperone protein daf-41,Caenorhabditis elegans,175727,,,Unannotated
2082,Siglece,sialic acid binding Ig-like lectin E,Mus musculus,83382,17,Decrease,Pro-Longevity
2083,Vinc,Vinculin,Drosophila melanogaster,31201,150,Increase,Pro-Longevity
2084,AhcyL1,Adenosylhomocysteinase like 1,Drosophila melanogaster,38342,13,Increase,Anti-Longevity
2085,AhcyL2,Adenosylhomocysteinase like 2,Drosophila melanogaster,42043,21,Increase,Anti-Longevity
2086,teq,Tequila,Drosophila melanogaster,39048,31,Increase,Anti-Longevity
2087,impt-1,Protein IMPACT homolog,Caenorhabditis elegans,173001,16,Increase,Anti-Longevity
2088,trh,trachealess,Drosophila melanogaster,38065,90,Increase,Anti-Longevity
2089,5-HT2A,5-hydroxytryptamine (serotonin) receptor 2A,Drosophila melanogaster,40575,90,Increase,Anti-Longevity
2090,JhI-21,CG12317-PA,Drosophila melanogaster,34624,32,Increase,Anti-Longevity
2091,eif-3.K,Eukaryotic translation initiation factor 3 subunit K,Caenorhabditis elegans,179779,40,Increase,Anti-Longevity
2092,lin-28,Protein lin-28,Caenorhabditis elegans,172626,20,Increase,Anti-Longevity
2093,apl-1,Beta-amyloid-like protein,Caenorhabditis elegans,180783,30,Increase,Pro-Longevity
2094,hel-1,Spliceosome RNA helicase DDX39B homolog,Caenorhabditis elegans,174333,9,Decrease,Pro-Longevity
2095,miro-1,Mitochondrial Rho GTPase 1,Caenorhabditis elegans,177238,50,Increase,Anti-Longevity
2096,Gnmt,Glycine N-methyltransferase,Drosophila melanogaster,41561,,Increase,Pro-Longevity
2097,elc-1,ELongin C,Caenorhabditis elegans,190775,12,Increase,Anti-Longevity
2098,Nmdmc,NAD-dependent methylenetetrahydrofolate dehydrogenase,Drosophila melanogaster,47895,120,Increase,Pro-Longevity
2099,CG9940,CG9940,Drosophila melanogaster,32328,,Increase,Pro-Longevity
2100,bmk-1,Kinesin-like protein,Caenorhabditis elegans,179948,25,Increase,Pro-Longevity
2101,acn-1,Inactive angiotensin-converting enzyme-related protein,Caenorhabditis elegans,180780,21,Increase,Anti-Longevity
2102,CG14207,CG14207-PA,Drosophila melanogaster,32955,5,Increase,Pro-Longevity
2103,Hsp67Bc,Heat shock gene 67Bc,Drosophila melanogaster,39071,6,Increase,Pro-Longevity
2104,G6PD,glucose-6-phosphate dehydrogenase,Mus musculus,2539,14,Increase,Pro-Longevity
2105,ATPCL,ATP citrate lyase,Drosophila melanogaster,36760,32,Increase,Anti-Longevity
2106,chm,chameau,Drosophila melanogaster,43928,24,Increase,Anti-Longevity
2107,argk-1,ARGinine Kinase,Caenorhabditis elegans,180080,25,Increase,Pro-Longevity
2108,Top3alpha,Topoisomerase 3alpha,Drosophila melanogaster,35236,20,Decrease,Pro-Longevity
2109,TSA1,thioredoxin peroxidase TSA1,Saccharomyces cerevisiae,854980,,Increase,Pro-Longevity
2110,SSC1,Hsp70 family ATPase SSC1,Saccharomyces cerevisiae,853503,40,Increase,Anti-Longevity
2111,PHO84,phosphate transporter PHO84,Saccharomyces cerevisiae,854916,14,Increase,Pro-Longevity
2112,bcat-1,"Branched-chain-amino-acid aminotransferase, cytosolic",Caenorhabditis elegans,181423,25,Increase,Anti-Longevity
2113,T25B9.1,hypothetical protein,Caenorhabditis elegans,177968,,Increase,Anti-Longevity
2114,ndk-1,Nucleoside diphosphate kinase,Caenorhabditis elegans,172939,,Increase,Anti-Longevity
2115,ifd-1,Intermediate filament protein ifd-1,Caenorhabditis elegans,187585,,Increase,Anti-Longevity
2116,tba-4,Tubulin alpha chain,Caenorhabditis elegans,174680,,Increase,Anti-Longevity
2117,ifa-3,Intermediate filament protein ifa-3,Caenorhabditis elegans,181699,,Increase,Anti-Longevity
2118,try-1,TRYpsin-like protease,Caenorhabditis elegans,173856,,Increase,Anti-Longevity
2119,ifp-1,Intermediate filament protein ifp-1,Caenorhabditis elegans,181182,,Increase,Anti-Longevity
2120,fkh-7,ForKHead transcription factor family,Caenorhabditis elegans,177340,,Increase,Anti-Longevity
2121,csp-2,CaSPase,Caenorhabditis elegans,177391,,Increase,Anti-Longevity
2122,RPL16B,ribosomal 60S subunit protein L16B,Saccharomyces cerevisiae,855655,23,Increase,Anti-Longevity
2123,RPL26A,ribosomal 60S subunit protein L26A,Saccharomyces cerevisiae,851058,22,Increase,Anti-Longevity
2124,RPL2B,ribosomal 60S subunit protein L2B,Saccharomyces cerevisiae,854794,38,Increase,Anti-Longevity
2125,RPL35A,ribosomal 60S subunit protein L35A,Saccharomyces cerevisiae,851336,41,Increase,Anti-Longevity
2126,RPS12,ribosomal 40S subunit protein S12,Saccharomyces cerevisiae,854551,38,Increase,Anti-Longevity
2127,IMG1,mitochondrial 54S ribosomal protein IMG1,Saccharomyces cerevisiae,850413,23,Increase,Anti-Longevity
2128,IMG2,mitochondrial 54S ribosomal protein IMG2,Saccharomyces cerevisiae,850434,28,Increase,Anti-Longevity
2129,MRPL33,mitochondrial 54S ribosomal protein YmL33,Saccharomyces cerevisiae,855330,16,Increase,Anti-Longevity
2130,MRPL40,mitochondrial 54S ribosomal protein YmL40,Saccharomyces cerevisiae,855930,21,Increase,Anti-Longevity
2131,MRPL49,mitochondrial 54S ribosomal protein YmL49,Saccharomyces cerevisiae,853349,25,Increase,Anti-Longevity
2132,MSK1,lysine--tRNA ligase MSK1,Saccharomyces cerevisiae,855651,12,Increase,Anti-Longevity
2133,MRX14,putative mitochondrial 54S ribosomal protein,Saccharomyces cerevisiae,851692,12,Increase,Anti-Longevity
2134,SDH5,succinate dehydrogenase assembly factor SDH5,Saccharomyces cerevisiae,854083,28,Increase,Anti-Longevity
2135,SDH1,succinate dehydrogenase flavoprotein subunit SDH1,Saccharomyces cerevisiae,853709,25,Increase,Anti-Longevity
2136,SDH2,succinate dehydrogenase iron-sulfur protein subunit SDH2,Saccharomyces cerevisiae,850685,21,Increase,Anti-Longevity
2137,ALG6,"dolichyl-P-Glc:Man(9)GlcNAc(2)-PP-dolichol alpha-1,3-glucosyltransferase",Saccharomyces cerevisiae,854163,15,Increase,Anti-Longevity
2138,EOS1,Eos1p,Saccharomyces cerevisiae,855644,24,Increase,Anti-Longevity
2139,MNN1,"alpha-1,3-mannosyltransferase MNN1",Saccharomyces cerevisiae,856718,15,Increase,Anti-Longevity
2140,MNN2,"alpha-1,2-mannosyltransferase MNN2",Saccharomyces cerevisiae,852303,16,Increase,Anti-Longevity
2141,PMT5,putative dolichyl-phosphate-mannose-protein mannosyltransferase PMT5,Saccharomyces cerevisiae,851464,21,Increase,Anti-Longevity
2142,YUR1,mannosyltransferase YUR1,Saccharomyces cerevisiae,853302,19,Increase,Anti-Longevity
2143,SGF11,SAGA histone acetyltransferase complex subunit SGF11,Saccharomyces cerevisiae,856060,26,Increase,Anti-Longevity
2144,Mtbp,"Mdm2, transformed 3T3 cell double minute p53 binding protein",Mus musculus,105837,20,Increase,Anti-Longevity
2145,hlh-30,Helix Loop Helix,Caenorhabditis elegans,177157,20,Increase,Pro-Longevity
2146,lin-65,hypothetical protein,Caenorhabditis elegans,171739,24,Decrease,Pro-Longevity
2147,met-2,Histone-lysine N-methyltransferase met-2,Caenorhabditis elegans,176183,23,Decrease,Pro-Longevity
2148,Ire1,Inositol-requiring enzyme-1,Drosophila melanogaster,42358,,Decrease,Pro-Longevity
2149,NAT4,Nat4p,Saccharomyces cerevisiae,855091,21,Increase,Anti-Longevity
2150,Hex-A,Hexokinase A,Drosophila melanogaster,45875,10,Increase,Anti-Longevity
2151,Hex-C,Hexokinase C,Drosophila melanogaster,44008,,Increase,Anti-Longevity
2152,Gpdh,Glycerol 3 phosphate dehydrogenase,Drosophila melanogaster,33824,20,Increase,Anti-Longevity
2153,GMFB,glia maturation factor beta,Mus musculus,2764,6,Decrease,Anti-Longevity
2154,fmo-2,Dimethylaniline monooxygenase [N-oxide-forming],Caenorhabditis elegans,177958,20,Increase,Pro-Longevity
2155,vit-1,Vitellogenin-1,Caenorhabditis elegans,181034,40,Increase,Anti-Longevity
2156,ule-1,Uterine Lumin Expressed/locailized,Caenorhabditis elegans,171778,24,Decrease,Anti-Longevity
2157,ule-2,Uterine Lumin Expressed/locailized,Caenorhabditis elegans,4927009,26,Decrease,Anti-Longevity
2158,ule-3,Uterine Lumin Expressed/locailized,Caenorhabditis elegans,179497,27,Decrease,Anti-Longevity
2159,ule-4,UPF0375 protein C08F11.11,Caenorhabditis elegans,178331,26,Decrease,Anti-Longevity
2160,ule-5,Uterine Lumin Expressed/locailized,Caenorhabditis elegans,181365,27,Decrease,Anti-Longevity
2161,mml-1,Myc and Mondo-Like,Caenorhabditis elegans,176050,10,Decrease,Pro-Longevity
2162,Per2,period circadian clock 2,Mus musculus,18627,,Increase,Anti-Longevity
2163,SOD3,superoxide dismutase 3,Mus musculus,6649,,Decrease,Pro-Longevity
2164,mir-124,mir-124,Caenorhabditis elegans,3565990,16,Increase,Pro-Longevity
2165,mir-34,mir-34,Caenorhabditis elegans,260162,62,Increase,Anti-Longevity
2166,mir-71,mir-71,Caenorhabditis elegans,260100,48,Decrease,Pro-Longevity
2167,mir-246,mir-246,Caenorhabditis elegans,3565660,10,Decrease,Pro-Longevity
2168,mir-238,mir-238,Caenorhabditis elegans,3564977,20,Increase,Anti-Longevity
2169,mir-238,mir-238,Caenorhabditis elegans,3565806,19,Decrease,Pro-Longevity
2170,mir-277,mir-277 stem loop,Drosophila melanogaster,12798086,70,Increase,Anti-Longevity
2171,Mir17,microRNA 17,Mus musculus,723905,16,Increase,Pro-Longevity
2172,mir-125,mir-125 stem loop,Drosophila melanogaster,12798013,,Decrease,Pro-Longevity
2173,Mir29a,microRNA 29a,Mus musculus,387222,,,Unannotated
2174,mir-14,mir-14 stem loop,Drosophila melanogaster,12798384,,Decrease,Pro-Longevity
2175,mir-80,microRNA-80,Caenorhabditis elegans,3565575,,Increase,Anti-Longevity
2176,mir-34,mir-34 stem loop,Drosophila melanogaster,12798087,,Decrease,Pro-Longevity
2213,tald-1,Transaldolase,Caenorhabditis elegans,177202,14,Increase,Anti-Longevity
2215,Drp1,Dynamin related protein 1,Drosophila melanogaster,33445,21,Increase,Pro-Longevity
2216,OTC,ornithine carbamoyltransferase,Drosophila melanogaster,5009,21,Increase,Pro-Longevity
2219,Pgam5,Phosphoglycerate mutase 5,Drosophila melanogaster,31143,9,Decrease,Pro-Longevity
2220,npr-1,NeuroPeptide Receptor family,Caenorhabditis elegans,180752,16,Increase,Anti-Longevity
2221,memo-1,MEdiator of cell MOtility 1 homolog,Caenorhabditis elegans,179163,38,Increase,Anti-Longevity
2222,SPCC70.05c,putative serine/threonine protein kinase,Schizosaccharomyces pombe,2538820,,Increase,Anti-Longevity
2223,ght5,hexose transporter Ght5,Schizosaccharomyces pombe,2539240,,Increase,Anti-Longevity
2224,CAN1,arginine permease CAN1,Saccharomyces cerevisiae,856646,30,Increase,Anti-Longevity
2225,kynu-1,kynu-1,Caenorhabditis elegans,180883,38,Increase,Anti-Longevity
2226,iglr-1,iglr-1,Caenorhabditis elegans,184720,34,Increase,Anti-Longevity
2227,tsp-3,TetraSPanin 3,Caenorhabditis elegans,192059,41,Increase,Anti-Longevity
